Medio;Dirección;Especialidad;Tipo de medio;Ciudad;Provincia;matched_especialidad;measure value
Canal 11 - Salta;España 475 - (4400) Salta - Salta, Argentina;Interés general;Televisión;Salta;Salta;Interés general;0
El Nuevo Diario;Santa Fe 236 Oeste - (5400) San Juan - San Juan, Argentina;Interés general;Periódico;San Juan;San Juan;Interés general;0
AM 1120 - LV5 Radio Sarmiento ;Mendoza Sur 452 - (5400) San Juan - San Juan, Argentina;Interés general;Radio;San Juan;San Juan;Interés general;0
AM 560 - LV1 Colón;Mitre 50 Oeste - (5402) San Juan  - San Juan, Argentina ;Interés general;Radio;San Juan;San Juan;Interés general;0
FM 100.5 - La Voz;Gral. M. Acha Norte 80 - (5400) San Juan - San Juan, Argentina;Interés general;Radio;San Juan;San Juan;Interés general;0
FM 95.3 - Cadena Vida;Catamarca Norte 5 - (5400) San Juan - San Juan, Argentina;Interés general;Radio;San Juan;San Juan;Interés general;0
Canal 4 - San Juan;9 de Julio Oeste 520 - (5402) San Juan - San Juan, Argentina;Interés general;Televisión;San Juan;San Juan;Interés general;0
Canal 8 - San Juan;Mitre 59 Este - (5400) San Juan - San Juan, Argentina ;Interés general;Televisión;San Juan;San Juan;Interés general;0
AM 640 - LV15 Villa Mercedes;Lavalle 291 1° - (5732) Villa Mercedes - San Luis, Argentina ;Interés general;Radio;Villa Mercedes;San Luis;Interés general;0
FM 98.9 - Radio Cadena del Interior;Gral. Pedernera 1149 - (5730) Villa Mercedes - San Luis, Argentina;Interés general;Radio;Villa Mercedes;San Luis;Interés general;0
Canal 13 - San Luis;Av del Fundador 985 - (5700) San Luis - San Luis, Argentina ;Interés general;Televisión;San Luis;San Luis;Interés general;0
La Opinión Austral;Zapiola 35 - (9400) Río Gallegos - Santa Cruz, Argentina;Interés general;Periódico;Río Gallegos;Santa Cruz;Interés general;0
Prensa Libre;Perito Moreno 218 - (9400) Río Gallegos - Santa Cruz, Argentina ;Interés general;Periódico;Río Gallegos;Santa Cruz;Interés general;0
Tiempo Sur;Comodoro Rivadavia 175 - (9400) Río Gallegos - Santa Cruz, Argentina ;Interés general;Periódico;Río Gallegos;Santa Cruz;Interés general;0
AM 730 / LU23 - Lago Argentino;Ruta Provincial Nº 15 KM 1.7 CC N° 2 - (9405) El Calafate - Santa Cruz, Argentina;Interés general;Radio;El Calafate;Santa Cruz;Interés general;0
AM 830 - LU14 Radio Provincia Santa Cruz;Pte. Julio A. Roca 823 1° - (9400) Río Gallegos - Santa Cruz, Argentina;Interés general;Radio;Río Gallegos;Santa Cruz;Interés general;0
FM 91.7 - Eclipse;Dr. Manuel Belgrano 141 - (9400) Río Galllegos - Santa Cruz, Argentina;Interés general;Radio;Río Gallegos;Santa Cruz;Interés general;0
Canal 9 - Rio Gallegos;Hipólito Yrigoyen 250 - (9400) Río Gallegos - Santa Cruz, Argentina;Interés general;Televisión;Río Gallegos;Santa Cruz;Interés general;0
FM 100.5 - Metropolitana;Crisóstomo Álvarez 560 local 2  - (4000) San Miguel de Tucumán - Tucumán, Argentina;Interés general;Radio;San Miguel de Tucumán;Tucumán;Interés general;0
FM 104.5 - Contacto;Crisóstomo Álvarez 378 - (4000) San Miguel de Tucumán - Tucumán, Argentina;Interés general;Radio;San Miguel de Tucumán;Tucumán;Interés general;0
FM 99.9 - Regional;San Martín 631 7° D - (4168) San Miguel de Tucumán - Tucumán, Argentina;Interés general;Radio;San Miguel de Tucumán;Tucumán;Interés general;0
Canal 8 - Tucumán;Francisco de Laprida  130 - (4000) San Miguel de Tucumán - Tucumán, Argentina;Interés general;Televisión;San Miguel de Tucumán;Tucumán;Interés general;0
Provincia 23;Sabattini 55 (ex Oppen Plaza) - (9420) Río Grande - Tierra del Fuego, Argentina ;Interés general;Periódico;Río Grande;Tierra del Fuego;Interés general;0
El Diario del Fin del Mundo;Gob. Campos 758 - (9410) Ushuaia - Tierra del Fuego, Argentina ;Interés general;Periódico;Ushuaia;Tierra del Fuego;Interés general;0
FM 105.3 - Radio Estación del Siglo;Av. Gral San Martín 690, PA - (9420) Río Grande - Tierra del Fuego, Argentina;Interés general;Radio;Río Grande;Tierra del Fuego;Interés general;0
FM 107.1 - Stylo;Tomás Espora 781 - (9420) Río Grande - Tierra del Fuego, Argentina;Interés general;Radio;Río Grande;Tierra del Fuego;Interés general;0
FM 96.3 - Aire Libre;Antártida Argentina 850 - (9420) Río Grande - Tierra del Fuego, Argentina;Interés general;Radio;Río Grande;Tierra del Fuego;Interés general;0
Canal 13 - Rio Grande;Alberdi 739 - (9420) Río Grande - Tierra del Fuego, Argentina;Interés general;Televisión;Río Grande;Tierra del Fuego;Interés general;0
Canal 11 - Ushuaia;Magallanes 1310 - (9410) Ushuaia - Tierra del Fuego, Argentina ;Interés general;Televisión;Ushuaia;Tierra del Fuego;Interés general;0
AM 610 - Solidaridad;Av. 25 de Mayo 69 - (3760) Añatuya - Santiago del Estero, Argentina;Interés general;Radio;Añatuya;Santiago del Estero;Interés general;0
FM 104.1 - Termas;Juan B. Justo 88 - (4220) Río Hondo - Santiago del Estero, Argentina;Interés general;Radio;Río Hondo;Santiago del Estero;Interés general;0
Canal 7 - Santiago del Estero;Andes 101 - (4200) Santiago del Estero - Santiago del Estero, Argentina ;Interés general;Televisión;Santiago del Estero;Santiago del Estero;Interés general;0
FM 107.1 - Aarón Castellanos;Alte. Brown 1428 - (3080) Esperanza - Santa Fe, Argentina;Interés general;Radio;Esperanza;Santa Fe;Interés general;0
FM 97.3 - Universidad;Manuel Acuña 49 - (2300) Rafaela - Santa Fe, Argentina;Interés general;Radio;Rafaela;Santa Fe;Interés general;0
AM 1440 - Radio Gral. Obligado;Patricio Diez 374 - (3560) Reconquista - Santa Fe, Argentina;Interés general;Radio;Reconquista;Santa Fe;Interés general;0
AM 1100 - Radio Libertad;La Rioja 1728 - (2132) Rosario - Santa Fe, Argentina;Interés general;Radio;Rosario;Santa Fe;Interés general;0
AM 680 - LT3 La Voz de Nuestra Gente;Balcarce 840 - (2000) Rosario - Santa Fe, Argentina;Interés general;Radio;Rosario;Santa Fe;Interés general;0
AM 830/LT8 - Radio Rosario;Córdoba 1843 - (2000) Rosario - Santa Fe, Argentina;Interés general;Radio;Rosario;Santa Fe;Interés general;0
FM 100.7 - Radiofónica;Sarmiento 819, 9º Piso - (2000) Rosario - Santa Fe, Argentina;Interés general;Radio;Rosario;Santa Fe;Interés general;0
FM 107.9 - Cristal;San Lorenzo 1069 - (2000) Rosario - Santa Fe, Argentina ;Interés general;Radio;Rosario;Santa Fe;Interés general;0
FM 93.7 - Cordial;1 de Mayo 3880 - (2001) Rosario - Santa Fe, Argentina;Interés general;Radio;Rosario;Santa Fe;Interés general;0
FM 99.5 - Estación del Siglo;Córdoba 1843 - (2000) Rosario - Santa Fe, Argentina;Música;Radio;Rosario;Santa Fe;Música;0
AM 1550 - LT23 Radio Regional San Genaro Norte;Juan Chabarri 452 - (2147) San Genaro Norte - Santa Fe, Argentina;Interés general;Radio;San Genaro Norte;Santa Fe;Interés general;0
FM 92.1 - Concierto;Juan Chabarri 452 - (2147) San Genaro Norte - Santa Fe, Argentina;Interés general;Radio;San Genaro Norte;Santa Fe;Interés general;0
AM 1020 - Radio Universidad;9 de Julio 3560 - (3002) Santa Fe - Santa Fe, Argentina;Interés general;Radio;Santa Fe;Santa Fe;Interés general;0
AM 1150 - LT9 Radio Nac. Brigadier E. López;4 de Enero 2153 - (3000) Santa Fe - Santa Fe, Argentina ;Interés general;Radio;Santa Fe;Santa Fe;Interés general;0
FM 92.5 - Láser;4 de Enero 2153 - (3000) Santa Fe - Santa Fe, Argentina;Interés general;Radio;Santa Fe;Santa Fe;Interés general;0
FM 100.9 - Activa;25 de Mayo 133 - (2421) Morteros - Córdoba, Argentina;Interés general;Radio;Vera;Santa Fe;Interés general;0
Canal 3 - Rosario;Av. Juan D. Perón 8101 - (2010) Rosario - Santa Fe, Argentina ;Interés general;Televisión;Rosario;Santa Fe ;Interés general;0
Canal 5 - Rosario;Av. Belgrano 1055 - (2000) Rosario - Santa Fe, Argentina;Interés general;Televisión;Rosario;Santa Fe ;Interés general;0
Canal 13 - Santa Fe;Boulevard Galvez 840 - (3000) Santa Fe - Santa Fe, Argentina;Interés general;Televisión;Santa Fe ;Santa Fe ;Interés general;0
Estrella de la Mañana;Moreno 87 - (2500) Cañada de Gómez - Santa Fe, Argentina;Interés general;Periódico;Cañada de Gómez;Santa Fe;Interés general;0
El Correo de Firmat;Córdoba 1150 - (2630) Firmat - Santa Fe, Argentina;Interés general;Periódico;Firmat;Santa Fe;Interés general;0
Castellanos;Bv. Lhemann 190 - (2300) Rafaela - Santa Fe, Argentina ;Interés general;Periódico;Rafaela;Santa Fe;Interés general;0
Nuestroagro;Maipu 234 - (2300) Rafaela - Santa Fe, Argentina;Interés general;Periódico;Rafaela;Santa Fe;Interés general;0
Rosario 12;San Lorenzo 1131 2° - (2000) Rosario - Santa Fe, Argentina;Interés general;Periódico;Rosario;Santa Fe;Interés general;0
La Tribuna;Irigoyen 748 - (6100) Rufino - Santa Fe, Argentina;Interés general;Periódico;Rufino;Santa Fe;Interés general;0
Noticias;H. Yrigoyen 333 - (6100) Rufino - Santa Fe, Argentina;Interés general;Periódico;Rufino;Santa Fe;Interés general;0
La Nueva Provincia (Digital);Rodríguez 55 - (8000) Bahía Blanca - Buenos Aires, Argentina;Interés general;Digital;Bahía Blanca;Buenos Aires;Interés general;0
Los Andes online;San Martín 1049 - () Mendoza - Mendoza, Argentina;Interés general;Digital;Mendoza;Mendoza;Interés general;0
Crítica de la Argentina (Digital);Maipú 271 - (1084) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Digital;;Capital Federal;Interés general;0
Hoy en la Noticia (Digital);Calle 32 Nº 426 entre 3 y 4 - (1900) La Plata - Buenos Aires, Argentina;Interés general;Digital;La Plata;Buenos Aires;Interés general;0
El Sol (Digital);Hipólito Yrigoyen 122 - (1878) Quilmes - Buenos Aires, Argentina;Interés general;Digital;Quilmes;Buenos Aires;Interés general;0
DíaaDía.com.ar;Chacabuco 18 - (5000) Ciudad de Córdoba - Córdoba, Argentina;Interés general;Digital;Córdoba;Córdoba;Interés general;0
Época (Digital);Hipólito Yrigoyen 835 - (3400) Corrientes - Corrientes, Argentina;Interés general;Digital;Corrientes;Corrientes;Interés general;0
El Día (Digital);José María Neyra 75 - (2820) Gualeguaychú - Entre Ríos, Argentina;Interés general;Digital;Gualeguaychú;Entre Ríos;Interés general;0
El Heraldo (Digital);Pte. Manuel Quintana 42 - (3202) Concordia - Entre Ríos, Argentina ;Interés general;Digital;Concordia;Entre Ríos;Interés general;0
NuestroAgro.com.ar;Maipu 234 - (2300) Rafaela - Santa Fe, Argentina;Interés general;Digital;Rafaela;Santa Fe;Interés general;0
Clarín.com;Tacuarí 1842 - (1139) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Digital;;Capital Federal;Interés general;0
Crónica (Digital);Av. Juan de Garay 130/40 - (1063) - Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Digital;;Capital Federal;Interés general;0
Diario Actualidad (Digital);Gral. San Martín 223 - (6230) General Villegas - Buenos Aires, Argentina;Interés general;Digital;General Villegas;Buenos Aires;Interés general;0
La Voz de Bragado (Digital);Isidro Suárez 326 - (6640) Bragado - Buenos Aires, Argentina;Interés general;Digital;Bragado;Buenos Aires;Interés general;0
El Sureño (Digital);9 de Julio 431 - (9420) Río Grande - Tierra del Fuego, Argentina;Interés general;Digital;Río Grande;Tierra del Fuego;Interés general;0
La Noticia Regional (Digital);Gral. J. Lavalle 472 - (2804) Campana - Buenos Aires, Argentina;Interés general;Digital;Campana;Buenos Aires;Interés general;0
El Popular (Digital);Vicente López 2626 - (7400) Olavarría - Buenos Aires, Argentina;Interés general;Digital;Olavarría;Buenos Aires;Interés general;0
La Prensa (Digital);Azopardo 715 - (1107) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Digital;;Capital Federal;Interés general;0
El Argentino (Digital);9 de Julio Nº 45 - (2820) Gualeguaychú - Entre Ríos, Argentina;Interés general;Digital;Gualeguaychú;Entre Ríos;Interés general;0
Noticias de la Calle (Digital);Ameghino 1787 - (3300) Posadas - Misiones, Argentina;Interés general;Digital;Posadas;Misiones;Interés general;0
Diario Ahora (Digital);*;Interés general;Digital;Chacabuco;Buenos Aires;Interés general;0
El Civismo Bisemanario (Digital);Dr. Muñiz 654 - (6700) Luján - Buenos Aires, Argentina;Interés general;Digital;Luján;Buenos Aires;Interés general;0
El Debate (Digital);Justa Lima 950 - (2800) Zárate - Buenos Aires, Argentina;Interés general;Digital;Zárate;Buenos Aires;Interés general;0
La Verdad (Digital);Av. Roque Saenz Peña 167- (6000) Junin - Buenos Aires, Argentina;Interés general;Digital;Junín;Buenos Aires;Interés general;0
La Voz de Zarate (Digital);Brown 742 - (2800) Zárate - Buenos Aires, Argentina;Interés general;Digital;Zárate;Buenos Aires;Interés general;0
Uno (Digital);Pedro Molina 345 - (5500) Mendoza - Mendoza, Argentina;Interés general;Digital;Mendoza;Mendoza;Interés general;0
El Ancasti (Digital);Sarmiento 518 - (4700) San Fernando del Valle de Catamarca - Catamarca, Argentina;Interés general;Digital;San Fernando;Catamarca;Interés general;0
El Chubut (Digital);9 de Julio 329, 1º Piso - (9100) Trelew - Chubut, Argentina ;Interés general;Digital;Trelew;Chubut;Interés general;0
El Comercial (Digital);Irigoyen 58 - (3600) Formosa - Formosa, Argentina;Interés general;Digital;Formosa;Formosa;Interés general;0
El Diario (Digital);Avenida San Martin y 25 de Mayo - (6300) Santa Rosa - La Pampa, Argentina;Interés general;Digital;Santa Rosa;La Pampa;Interés general;0
El Diario de la República (Digital);Lafinur 924 - (5700) San Luis - San Luis, Argentina;Interés general;Digital;San Luis;San Luis;Interés general;0
El Litoral (Digital);Hipólito Yrigoyen 990 - (3400) Ciudad de Corrientes - Corrientes, Argentina;Interés general;Digital;Corrientes;Corrientes;Interés general;0
La Autentica Defensa (Digital);Av. Ing. Rocca 161 - (2804) Campana - Buenos Aires, Argentina;Interés general;Digital;Campana;Buenos Aires;Interés general;0
La Capital (Digital);Av. Champagnat 2551 - (7600) Mar del Plata - Buenos Aires, Argentina;Interés general;Digital;Mar del Plata;Buenos Aires;Interés general;0
La Gaceta (Digital);Mendoza 654 - (4000) San Miguel de Tucumán - Tucumán, Argentina;Interés general;Digital;San Miguel de Tucumán;Tucumán;Interés general;0
La Mañana de Córdoba (Digital);Av. Colón 771 - (5000) Ciudad de Córdoba - Córdoba, Argentina ;Interés general;Digital;Córdoba;Córdoba;Interés general;0
Perfil.com;Chacabuco 253 9°- (1069) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Digital;;Capital Federal;Interés general;0
Perspectiva Sur (Digital);Mitre 815 - (1878) Quilmes - Buenos Aires, Argentina;Interés general;Digital;Quilmes;Buenos Aires;Interés general;0
Pregón (Digital);Belgrano 545 - (4600) San Salvador de Jujuy - Jujuy, Argentina;Interés general;Digital;San Salvador de Jujuy;Jujuy;Interés general;0
Río Negro online;9 de Julio 733 - (8332) General Roca - Río Negro, Argentina ;Interés general;Digital;General Roca;Río Negro;Interés general;0
Primera Línea (Digital);25 de mayo 264 - (3500) Resistencia - Chaco, Argentina;Interés general;Digital;Resistencia;Chaco;Interés general;0
Nueva Era (Digital);General Rodríguez 445 - (7000) Tandil - Buenos Aires, Argentina;Interés general;Digital;Tandil;Buenos Aires;Interés general;0
La Voz de Tandil (Digital);Av. Del Valle 1220 - (7000) Tandil - Buenos Aires, Argentina;Interés general;Digital;Tandil;Buenos Aires;Interés general;0
Radio Güemes online;25 de Mayo 292 - (4530) Orán - Salta, Argentina;Interés general;Digital;Orán;Salta;Interés general;0
FM 90.7 - FM 90;Bartolomé Mitre 3320 - (7260) Saladillo - Buenos Aires, Argentina;Interés general;Radio;Saladillo;Buenos Aires;Interés general;0
D&D Diseño y Decoración (Digital);Balcarce 353, 1º Piso Of. B - (1064) Ciudad Autónoma de Buenos Aires, Argentina;Decoración;Digital;;Capital Federal;Decoración;0
Los Inrockuptibles (Digital);José Cabrera 5488 Of. 1 - (1414) Ciudad Autónoma de Buenos Aires, Argentina;Cultura;Digital;;Capital Federal;Cultura;0
Nueva (Digital);Castillo 1366 Edif. 4 - (1414) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Digital;;Capital Federal;Interés general;0
Ohlalá! (Digital);Castillo 1336, Edificio 4 - (1414) Ciudad Autónoma de Buenos Aires, Argentina;Mujer;Digital;;Capital Federal;Mujer;0
Parabrisas (Digital);Chacabuco 271, 7° Piso - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Automóviles;Digital;;Capital Federal;Automóviles;0
H - Hombre (Digital);Chacabuco 271 - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Masculina;Digital;;Capital Federal;Masculino;1
Semanario (Digital);Chacabuco 253, 9° Piso - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Digital;;Capital Federal;Interés general;0
Super Campo (Digital);Chacabuco 271 - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Agro;Digital;;Capital Federal;Agro;0
Mía online;Chacabuco 271 - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Digital;;Capital Federal;Interés general;0
Noticias (Digital);Chacabuco 271, Piso 8 - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Digital;;Capital Federal;Interés general;0
Ahora Mamá (Digital);Cuba 1940 - (1428) Ciudad Autónoma de Buenos Aires, Argentina;Salud;Digital;;Capital Federal;Salud;0
Para Ti online;Azopardo 579 - (1107) Ciudad Autónoma de Buenos Aires, Argentina;Mujer;Digital;;Capital Federal;Mujer;0
Billiken online;Azopardo 565 - (1107) Ciudad Autónoma de Buenos Aires, Argentina;Infantil;Digital;;Capital Federal;Infantil;0
El Planeta Urbano (Digital);Humboldt 1574 - (1414) Ciudad Autónoma de Buenos Aires, Argentina;Mujer;Digital;;Capital Federal;Mujer;0
FM 100.5 - FM Córdoba;Alvear 139 - (5021) Córdoba - Córdoba, Argentina;Música;Radio;Córdoba;Córdoba;Música;0
FM 93.3 - Orion ;Calle 24 y 35 - (6600) Mercedes - Buenos Aires, Argentina;Interés general;Radio;Mercedes;Buenos Aires;Interés general;0
Canal 3 - Mercedes;Calle 20 Nº 619 - (6600) Mercedes - Buenos Aires, Argentina;Interés general;Televisión;Mercedes;Buenos Aires;Interés general;0
Periódico Lobos;Gral. Manuel Belgrano 122 - (7240) Lobos - Buenos Aires, Argentina;Interés general;Periódico;Lobos;Buenos Aires;Interés general;0
Periódico Lobos (Digital);Gral. Manuel Belgrano 122 - (7240) Lobos - Buenos Aires, Argentina;Interés general;Digital;Lobos;Buenos Aires;Interés general;0
El Economista (Digital);Perú 652 PB Dpto 4 - (1068) Ciudad Autónoma de Buenos Aires, Argentina;Economía;Periódico;;Capital Federal;Economía;0
Sophia (Digital);El Salvador 4753, 1º Piso, Of. C - (1414) Ciudad Autónoma de Buenos Aires, Argentina;Mujer;Digital;;Capital Federal;Mujer;0
Tribuna del Pueblo;Donatti 1191 - (6702) Luján - Buenos Aires, Argentina;Interés general;Periódico;Luján;Buenos Aires;Interés general;0
AM 1540 - Líder;Av. Santa Fe 2470 - (1640) Martínez, San Isidro - Buenos Aires, Argentina;Interés general;Radio;Martínez, San Isidro;Buenos Aires;Interés general;0
Diario Casual, La Mirada Latinoamericana;*;Interés general;Periodico;;Capital Federal;Interés general;0
Diario de Buenos Aires;*;Interés general;Periodico;;Capital Federal;Interés general;0
Diario del Viajero;Av. de Mayo 666, 2º Piso - (1084) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Periódico;;Capital Federal;Interés general;0
Diario Deportivo Olé;Tacuarí 1842 - (1139) Ciudad Autónoma de Buenos Aires, Argentina ;Deportes;Periódico;;Capital Federal;Deportes;0
Diario la U ;Roque Sáenz Peña 615 piso 11 - (1035) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Periódico;;Capital Federal;Interés general;0
Gazeta Mercantil;Libertad 434 6° Of. 63 - (1001) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Periódico;;Capital Federal;Interés general;0
Actionoticias ;Lavalle 648 2° - (1047) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Actitud Ciudadana;Viamonte 367 10° - (1053) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Actualidad;Perú 655 Piso 1 - (1068) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Actualidad en Supermercados ;"Perú 655 1° ""C"" - (1068) Ciudad Autónoma de Buenos Aires, Argentina";Interés general;Revista;;Capital Federal;Interés general;0
Aeroespacio;Cnel. Manuel Dorrego 4019 - (1425) Ciudad Autónoma de Buenos Aires;Interés general;Revista;;Capital Federal;Interés general;0
Agromercado;"Av. Córdoba 652 6° ""C"" - (1054) Ciudad Autónoma de Buenos Aires, Argentina";Agro;Revista;;Capital Federal;Agro;0
Agujero Negro, Revista Virtual de Comunicación;*;Comunicación;Revista;;Capital Federal;Comunicación;0
Almagro, La página del Barrio;*;Interés general;Revista;;Capital Federal;Interés general;0
Almanaque Mundial ;Azopardo 565 - (1107) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
América XXI;*;Interés general;Revista;;Capital Federal;Interés general;0
Anales de Legislación Argentina ;Tucumán 1471 - (1050) Ciudad Autónoma de Buenos Aires, Argentina;Legislación;Revista;;Capital Federal;Legislación;0
Andanzas de Patoruzú ;Av. Santa Fe 1460 2° - (1060) Ciudad Autónoma de Buenos Aires, Argentina;Humor;Revista;;Capital Federal;Humor;0
Antecedentes Parlamentarios ;Tucumán 1471 - (1050) Ciudad Autónoma de Buenos Aires, Argentina;Legislación;Revista;;Capital Federal;Legislación;0
Anticipos ;Suipacha 1380 - (1011) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Anuario de la Economía Argentina ;Tucumán 834 1° - (1049) Ciudad Autónoma de Buenos Aires, Argentina;Economía;Revista;;Capital Federal;Economía;0
Año Cero;"Sarmiento 1452 1° Of. 2 ""A"" - (1042) Ciudad Autónoma de Buenos Aires, Argentina";Interés general;Revista;;Capital Federal;Interés general;0
Apertura ;Av. Paseo Colón 740/46 1° - (1063) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Aplicación Tributaria ;Viamonte 1546/50 - (1055) Ciudad Autónoma de Buenos Aires, Argentina ;Economía;Revista;;Capital Federal;Economía;0
Architector ;"Lavalle 900 10° ""A"" - (1047) Ciudad Autónoma de Buenos Aires, Argentina";Arquitectura;Revista;;Capital Federal;Arquitectura;0
Archivos del Presente;"Florida 910 4° ""B"" - (1005) Ciudad Autónoma de Buenos Aires, Argentina";Interés general;Revista;;Capital Federal;Interés general;0
Arte al Día Informa;"Azcuénaga 1592 PB ""B"" - (1115) Ciudad Autónoma de Buenos Aires, Argentina";Arte;Revista;;Capital Federal;Arte;0
Artinf;"Av. Las Heras 3807 1° ""F"" - (1425) Ciudad Autónoma de Buenos Aires, Argentina";Interés general;Revista;;Capital Federal;Interés general;0
Auto Club ;Av. Del Libertador 1850 4° - (1425) Ciudad Autónoma de Buenos Aires, Argentina;Automóviles;Revista;;Capital Federal;Automóviles;0
Autofoco ;Humberto 1° 2244 - (1229) Ciudad Autónoma de Buenos Aires, Argentina;Automóviles;Revista;;Capital Federal;Automóviles;0
Autoguía ;José Antonio Miralla 3644 - (1439) Ciudad Autónoma de Buenos Aires, Argentina;Automóviles;Revista;;Capital Federal;Automóviles;0
Barcelona;Juan D. Perón 1515 piso 6° B - (1037) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Brief ;Pbro. Manuel Alberti 93 6° C - (1082) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Burda ;Adolfo Alsina 739 - (1087) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Business Trends ;Tucumán 834 1° - (1049) Ciudad Autónoma de Buenos Aires, Argentina;Tendencia;Revista;;Capital Federal;Tendencias;1
Calidad Empresaria ;"Lavalle 900 10° ""A"" - (1047) Ciudad Autónoma de Buenos Aires, Argentina";Empresas;Revista;;Capital Federal;Empresas;0
Canal Ar;Av. Rivadavia 2431 - (1034) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Caras y Caretas;Basavilbaso 1378 6P. Dpto.N - (1006) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Catálago Argentino de Franquicias;Tte. Gral. J.D. Perón 1452 - (1037) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Chicas ;Chacabuco 380 6° - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Mujer;Revista;;Capital Federal;Mujer;0
Ciudad Nueva ;Lezica 4358 - (1202) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Clara Mente;*;Interés general;*;;Capital Federal;Interés general;0
Claro ;Chacabuco 253 9° -(1069) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Clip ;Av. Corrientes 1312 8° - (1043) Ciudad Autónoma de Buenos Aires, Argentina;Juegos;Revista;;Capital Federal;Juegos;0
Club Nintendo ;Azopardo 565 - (1063) Ciudad Autónoma de Buenos Aires, Argentina;Juegos;Revista;;Capital Federal;Juegos;0
Compumagazine;Moreno 2062 - (1094) Ciudad Autónoma de Buenos Aires, Argentina;Computación;Revista;;Capital Federal;Computación;0
Condorito ;Azopardo 565 - (1063) Ciudad Autónoma de Buenos Aires, Argentina;Humor;Revista;;Capital Federal;Humor;0
Contexto;Av.Pte. Roque Sáenz Peña 852 4° - (1035) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Contratiempo;Av. De Mayo 1370 4° 52 - (1085) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Correrías de Patoruzito ;Av. Santa Fe 1460 2° - (1460) Ciudad Autónoma de Buenos Aires, Argentina;Humor;Revista;;Capital Federal;Humor;0
Criterio;Tucumán 1438 - (1050) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Crónica y Análisis;*;Interés general;Revista;;Capital Federal;Interés general;0
Crucigramas ;Chacabuco 271 7° - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Entretenimiento;Revista;;Capital Federal;Entretenimiento;0
Cruzadas para Gente de Mente ;Av. Corrientes 1312 8° - (1043) Ciudad Autónoma de Buenos Aires, Argentina;Entretenimiento;Revista;;Capital Federal;Entretenimiento;0
Cuaderno de Bitácora ;Tacuarí 471 6°A- (1071) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Cuisine & Vins ;Demaría 4712 1° - (1425) Ciudad Autónoma de Buenos Aires, Argentina;Cocina;Revista;;Capital Federal;Cocina;0
Cultura Física ;Humboldt 224 - (1414) Ciudad Autónoma de Buenos Aires, Argentina;Deportes;Revista;;Capital Federal;Deportes;0
Debate;Carlos Pellegrini 1043 3° - (1009) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
DEF Conciencia en Defensa, Energía y Medio Ambiente;Volta 1867 - (1426) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
